player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,epa,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,positive_epa_percent,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr,year,fantasyPts,ptsPerSnap,ptsPerTouch
N'Keal Harry,48297,WR,NE,8.0,11.6,4.0,45.2,33.3,3.0,9.0,1,17.6,3.0,-0.11,9.0,19,0.0,38.1,75.5,65.1,,62.8,0.0,0.0,1.0,18.0,0.0,0.0,162.0,1.0,36.9,14.0,92.0,149.0,11.7,19.0,64.7,31.0,2.0,87.7,142.0,126.0,48.0,3.4,9.0,0.85,2019,75.9,0.13,2.17
N'Keal Harry,48297,WR,NE,12.0,9.467,4.0,55.067,58.3,5.667,11.0,0,9.667,2.333,-0.077,13.0,19,0.667,59.7,44.3,60.233,67.8,61.867,0.2,0.667,1.667,26.0,0.6,2.0,276.667,3.0,40.767,26.667,94.133,261.667,27.833,86.333,69.9,47.0,2.0,71.367,188.0,248.0,84.667,3.2,9.267,0.93,2020,30.4,0.09,2.53
Nelson Agholor,9453,WR,PHI,19.0,9.8,8.0,71.3,45.5,10.0,22.0,0,7.2,6.0,0.2,43.0,24,0.0,66.5,82.5,74.9,65.7,74.0,0.7,4.0,2.0,72.0,0.2,1.0,601.0,0.0,47.9,77.0,94.7,569.0,86.2,518.0,114.5,108.0,8.0,12.0,72.0,935.0,404.0,5.2,12.1,1.64,2017,164.8,0.17,2.46
Nelson Agholor,9453,WR,PHI,18.333,10.133,10.667,70.033,35.7,6.667,16.667,0,6.133,4.667,0.133,35.0,24,0.667,72.633,61.767,68.1,66.2,66.933,0.9,6.0,2.0,79.333,0.133,1.0,669.0,1.333,48.167,71.0,94.633,633.0,65.133,428.667,103.433,101.333,5.333,33.2,229.333,827.667,374.0,5.267,11.633,1.32,2018,94.0,0.14,2.29
Nelson Agholor,9453,WR,PHI,14.143,11.429,7.429,64.3,38.5,5.714,14.571,1,6.686,3.714,0.126,24.714,24,1.429,66.329,39.843,60.271,,60.057,0.5,3.143,1.429,58.571,0.057,0.429,537.0,1.143,47.443,52.714,93.643,503.857,65.114,346.571,92.5,80.571,4.0,33.943,184.571,562.143,243.143,4.371,10.3,1.074,2019,185.6,0.25,3.87
Nelson Agholor,9453,WR,LV,14.857,13.986,7.143,60.486,53.3,6.714,14.286,0,11.857,6.571,0.111,30.429,23,0.714,46.529,59.457,66.957,,66.914,0.314,1.857,2.286,72.714,0.014,0.143,491.857,0.571,48.7,48.286,93.886,462.143,45.429,224.857,103.043,79.429,6.0,54.0,263.714,726.286,231.0,4.671,14.971,1.586,2020,103.4,0.15,2.58
Nelson Agholor,9453,WR,NE,15.286,14.714,4.429,60.886,53.8,7.0,13.571,0,7.014,3.571,0.083,26.714,19,0.286,64.6,70.8,65.886,,65.271,0.086,0.429,3.286,55.571,0.0,0.0,466.571,0.143,48.557,41.0,94.414,440.714,24.357,111.286,88.3,67.571,4.429,75.357,353.857,588.429,159.571,3.786,14.043,1.333,2021,79.2,0.17,2.55
Nelson Agholor,9453,WR,NE,16.0,13.386,4.143,61.586,28.6,4.286,9.857,0,9.514,3.857,-0.093,19.0,19,1.143,56.357,45.5,61.286,76.5,61.686,0.029,0.143,3.286,49.857,0.743,2.286,380.857,0.0,42.643,35.429,94.4,359.857,24.671,89.0,79.443,57.714,3.143,74.986,290.714,475.143,152.286,4.314,13.043,1.306,2022,97.1,0.17,2.77
Nelson Agholor,9453,WR,BLT,17.714,11.114,3.857,68.386,44.4,3.857,9.0,1,9.057,3.571,-0.089,18.857,3,1.143,58.314,41.986,60.571,36.3,60.657,1.657,6.857,2.0,41.143,0.486,1.714,396.571,0.571,42.971,36.0,94.186,373.714,50.986,205.429,101.086,52.714,3.857,47.214,183.857,420.429,157.143,4.371,11.7,1.136,2023,49.1,0.12,3.51
Nick Westbrook-Ikhine,47861,WR,TEN,17.0,11.2,4.0,70.4,53.8,7.0,13.0,0,2.6,1.0,-0.01,23.0,31,1.0,81.5,29.4,68.0,64.5,67.6,0.5,2.0,1.0,46.0,0.3,1.0,368.0,0.0,44.7,38.0,94.6,348.0,38.0,140.0,114.4,54.0,4.0,61.4,226.0,476.0,143.0,3.8,12.5,1.37,2021,82.7,0.11,3.31
Nick Westbrook-Ikhine,47861,WR,TEN,17.0,12.867,2.667,60.533,30.0,6.333,17.667,0,8.0,2.333,-0.07,19.667,31,0.333,63.9,60.4,62.533,38.3,61.133,0.167,0.667,1.667,57.333,0.233,1.0,418.0,1.333,43.3,29.333,94.6,395.333,49.533,210.0,97.333,48.0,3.333,50.133,206.667,423.333,119.667,4.133,14.767,1.09,2022,83.0,0.14,2.96
Nick Westbrook-Ikhine,47861,WR,TEN,15.286,12.6,3.429,64.057,22.2,3.857,12.714,1,10.571,3.286,-0.07,18.714,31,0.143,50.243,69.6,60.743,79.6,61.571,0.071,0.286,0.714,43.429,1.7,6.143,386.0,2.286,41.871,28.571,92.314,356.857,51.057,198.0,109.257,44.571,3.143,48.8,187.429,392.857,118.143,4.171,13.871,1.113,2023,135.7,0.18,4.24
Nick Westbrook-Ikhine,47861,WR,TEN,16.143,12.814,4.286,59.629,57.1,6.0,13.429,0,10.014,3.286,-0.063,22.0,31,0.0,53.986,76.7,61.743,77.6,62.357,0.0,0.0,2.0,74.429,1.343,5.286,434.714,2.286,43.171,29.857,92.429,402.143,34.529,143.857,105.829,50.429,6.429,65.443,290.714,446.429,122.571,4.1,14.9,1.11,2024,19.9,0.05,1.81
Nico Collins,61441,WR,HST,14.0,11.6,1.0,55.9,41.7,5.0,12.0,1,5.7,2.0,-0.15,22.0,13,0.0,70.3,77.1,65.6,,65.1,0.0,0.0,1.0,32.0,0.0,0.0,383.0,4.0,42.9,33.0,94.3,361.0,16.4,63.0,78.8,59.0,1.0,83.6,320.0,446.0,123.0,3.7,13.5,1.24,2021,97.1,0.22,2.62
Nico Collins,61441,WR,HST,11.333,12.4,2.333,57.167,75.0,9.667,14.667,0,1.9,0.667,-0.117,21.333,13,0.0,83.433,77.433,70.133,,69.7,0.0,0.0,1.0,49.333,0.0,0.0,331.0,2.0,42.3,35.667,93.967,311.0,12.0,41.0,83.267,62.333,1.667,88.0,290.0,469.333,137.0,3.833,13.167,1.533,2022,258.4,0.39,3.19
Nico Collins,61441,WR,HST,14.571,11.829,13.0,65.757,47.1,8.714,16.0,0,3.214,2.571,0.001,44.571,13,0.571,83.471,80.786,82.286,,81.986,0.114,0.571,1.571,64.0,0.0,0.0,425.857,0.857,44.986,67.286,94.329,401.857,16.629,74.714,108.714,98.714,5.857,83.257,350.571,1036.0,427.857,5.7,14.843,2.434,2023,210.6,0.42,3.1
Nico Collins,61441,WR,HST,14.286,11.886,13.286,68.657,57.1,10.857,19.143,1,3.943,3.429,0.023,54.429,13,0.286,82.486,81.971,89.2,75.8,89.086,0.171,0.857,3.571,68.0,0.229,1.143,441.571,1.857,44.514,77.0,94.257,416.286,20.514,92.857,110.957,110.857,7.429,79.143,347.286,1177.0,449.143,5.614,15.086,2.763,2024,226.2,0.29,3.1
Noah Brown,11993,WR,DAL,16.0,11.7,1.0,58.3,62.5,5.0,8.0,0,6.7,1.0,-0.04,6.0,9,0.0,65.9,73.0,66.7,33.4,64.1,1.4,2.0,1.0,20.0,1.4,2.0,143.0,0.0,46.0,14.0,94.4,135.0,33.6,48.0,60.1,24.0,0.0,65.0,93.0,154.0,48.0,3.4,11.0,1.14,2020,34.4,0.11,2.15
Noah Brown,11993,WR,DAL,14.667,10.433,2.333,63.9,60.0,3.667,6.0,0,12.767,2.333,0.053,6.0,9,0.0,52.033,40.267,62.233,74.1,59.7,0.467,0.667,0.333,24.667,1.933,3.333,171.667,0.667,47.333,15.333,91.333,156.333,21.933,36.0,79.767,24.0,0.0,77.2,134.333,174.0,62.0,4.0,11.333,1.113,2021,116.5,0.14,2.71
Noah Brown,11993,WR,DAL,16.571,10.814,4.429,63.671,40.9,6.714,15.143,0,9.929,3.286,0.029,18.0,9,0.571,58.414,36.971,60.671,77.0,60.557,0.2,0.286,2.429,39.714,1.857,6.571,366.143,1.429,47.257,33.429,92.286,339.0,34.829,145.714,79.557,52.571,1.714,64.8,219.857,414.0,118.0,3.657,12.057,1.191,2022,101.6,0.22,2.99
Noah Brown,11993,WR,HST,13.429,11.829,3.286,61.957,25.0,4.143,11.571,1,12.029,4.429,-0.023,22.286,13,0.286,46.957,57.614,67.286,66.9,67.757,0.171,0.571,1.143,61.286,1.0,3.714,360.286,1.857,44.514,34.571,91.114,329.571,37.471,143.143,96.743,56.0,2.0,62.271,216.429,520.0,182.429,5.414,15.071,1.606,2023,86.3,0.18,2.47
Noah Brown,11993,WR,WAS,12.0,11.957,2.571,63.243,42.9,5.286,13.429,0,7.971,3.143,0.101,22.714,32,0.143,61.057,71.329,69.757,,69.886,0.086,0.286,1.143,58.429,0.343,1.571,335.429,0.857,49.857,36.143,92.971,311.714,28.443,101.429,93.114,57.143,1.571,71.471,233.714,505.714,136.571,3.829,14.086,1.656,2024,13.3,0.13,2.66
Odell Beckham,8647,WR,NYG,4.0,13.0,4.0,61.0,64.3,9.0,14.0,0,19.4,6.0,0.11,15.0,21,0.0,29.5,76.5,69.2,,70.0,0.0,0.0,1.0,48.0,0.0,0.0,153.0,3.0,46.5,25.0,94.1,144.0,12.4,19.0,97.8,41.0,3.0,87.6,134.0,302.0,71.0,2.8,12.1,2.1,2017,220.1,0.31,2.68
Odell Beckham,8647,WR,NYG,9.333,12.667,14.667,63.467,29.2,7.667,20.667,0,9.0,4.0,0.083,39.0,21,0.0,65.833,81.967,83.067,,83.267,0.133,0.667,3.0,50.0,0.0,0.0,377.0,2.333,44.767,59.667,94.767,358.0,23.733,102.333,96.333,93.0,5.0,75.933,273.333,802.0,235.667,3.667,13.167,2.207,2018,202.5,0.2,2.63
Odell Beckham,8647,WR,CLV,13.143,13.2,9.714,59.714,50.0,11.857,26.0,3,8.771,5.714,0.036,41.857,8,0.0,63.471,65.529,74.857,,75.343,0.057,0.286,5.286,72.286,0.0,0.0,520.429,5.571,43.871,67.857,92.671,480.286,23.543,127.857,81.571,114.143,4.429,76.314,392.0,935.143,289.0,4.086,13.643,1.98,2019,86.1,0.27,3.31
Odell Beckham,8647,WR,CLV,10.286,13.729,6.857,56.071,42.9,7.0,16.0,0,5.4,3.0,0.05,29.571,8,0.0,71.629,71.014,75.514,,74.786,0.029,0.143,3.143,57.286,0.0,0.0,357.286,3.714,46.729,45.286,93.443,331.571,19.343,78.571,85.857,78.714,3.714,80.586,278.429,628.286,164.571,2.929,13.9,1.863,2020,129.1,0.19,2.81
Odell Beckham,8647,WR,BLT,13.429,14.543,3.714,55.7,45.5,5.857,12.571,0,3.857,1.857,0.026,27.714,3,0.571,77.014,46.429,74.414,,74.971,0.0,0.0,1.857,54.143,0.0,0.0,350.0,2.857,47.943,39.429,92.5,322.286,15.0,55.857,89.7,70.286,3.143,85.0,294.143,581.286,152.143,3.571,14.771,1.799,2023,14.5,0.12,1.61
Olabisi Johnson,47882,WR,MIN,17.0,9.9,1.0,75.0,60.0,3.0,5.0,1,5.7,2.0,0.16,17.0,18,0.0,70.8,78.3,63.7,66.2,62.0,0.0,0.0,0.0,23.0,0.3,1.0,341.0,2.0,45.7,33.0,94.1,321.0,42.2,144.0,116.8,44.0,3.0,57.5,196.0,311.0,76.0,2.3,9.4,0.97,2019,32.9,0.14,2.35
Olamide Zaccheaus,44920,WR,ATL,11.0,14.6,2.0,66.7,60.0,3.0,5.0,2,9.1,2.0,-0.01,16.0,2,0.0,58.1,74.8,68.6,,70.1,0.0,0.0,1.0,51.0,0.0,0.0,184.0,2.0,46.9,20.0,96.2,177.0,16.3,30.0,92.9,30.0,1.0,83.7,154.0,274.0,63.0,3.2,13.7,1.55,2020,89.8,0.15,2.81
Olamide Zaccheaus,44920,WR,ATL,15.0,11.467,0.667,62.767,42.1,6.333,14.333,0,8.9,2.667,-0.063,20.0,2,0.0,58.5,78.2,65.133,56.6,64.7,0.867,3.333,1.667,49.667,0.667,2.667,328.0,0.667,46.567,27.333,94.267,307.667,34.967,128.0,90.433,44.0,2.333,64.233,196.667,362.0,85.0,3.133,13.3,1.243,2021,112.0,0.15,2.67
Olamide Zaccheaus,44920,WR,ATL,16.143,11.657,3.714,64.386,40.0,3.857,9.0,1,5.186,1.714,-0.079,22.857,2,0.571,72.1,50.657,64.829,69.4,66.243,0.371,1.429,0.714,47.0,0.743,2.857,361.143,2.0,44.986,34.571,94.0,338.714,49.786,189.143,101.329,53.714,2.714,49.757,170.0,459.714,151.857,4.257,13.3,1.373,2022,38.4,0.08,3.84
Olamide Zaccheaus,44920,WR,WAS,18.714,8.271,8.0,68.686,50.0,4.0,8.714,0,7.829,4.143,0.013,27.429,32,0.286,63.5,54.843,67.057,69.0,67.943,0.186,0.714,0.286,47.857,0.486,2.0,399.429,2.571,47.657,45.571,93.614,373.857,54.7,218.143,105.743,65.857,3.0,44.671,178.571,525.143,255.429,5.443,11.729,1.404,2024,84.8,0.15,1.97
Parker Washington,129799,WR,JAX,17.0,11.7,8.0,62.7,44.4,4.0,9.0,1,8.6,3.0,0.0,19.0,15,1.0,60.4,25.1,59.7,,60.6,0.0,0.0,1.0,30.0,0.0,0.0,405.0,1.0,44.6,32.0,94.6,383.0,39.0,158.0,97.7,51.0,3.0,60.7,246.0,390.0,108.0,3.4,12.2,1.02,2024,172.7,0.26,2.66
Parris Campbell,47940,WR,IND,7.0,8.1,5.0,78.3,0.0,0.0,1.0,0,5.3,1.0,0.05,6.0,14,2.0,68.7,16.6,54.7,,54.0,0.0,0.0,0.0,27.0,0.0,0.0,124.0,2.0,46.2,18.0,96.0,119.0,47.6,59.0,104.2,23.0,1.0,52.4,65.0,127.0,109.0,6.1,7.1,1.07,2019,14.7,0.23,1.84
Parris Campbell,47940,WR,IND,13.667,7.033,10.333,75.5,33.3,2.667,8.333,0,4.767,2.333,-0.083,23.333,14,1.333,70.433,59.733,58.767,,58.8,0.133,0.667,4.0,41.667,0.0,0.0,464.667,2.0,44.667,48.0,95.4,442.333,70.533,367.0,85.867,64.333,2.333,29.333,97.0,457.667,226.333,5.033,8.967,1.043,2022,30.4,0.15,1.52
Parris Campbell,47940,WR,NYG,11.571,4.729,5.571,74.7,66.7,2.286,5.286,0,4.786,1.571,-0.219,11.143,21,0.571,70.929,70.343,54.557,67.1,54.286,0.8,1.429,2.857,27.571,0.4,0.571,285.429,0.857,43.314,32.0,94.257,270.143,76.4,227.0,64.8,43.0,1.0,22.4,56.429,255.571,135.857,4.1,6.814,0.87,2023,15.0,0.11,2.5
Paul Richardson,8680,WR,SEA,16.0,15.4,4.0,55.0,41.4,12.0,29.0,0,15.4,8.0,0.13,33.0,29,0.0,35.1,78.9,66.9,,66.1,0.2,1.0,1.0,61.0,0.0,0.0,595.0,0.0,47.2,44.0,91.4,544.0,16.8,100.0,104.3,80.0,6.0,83.0,494.0,703.0,126.0,2.9,16.0,1.29,2017,59.1,0.16,2.69
Paul Richardson,8680,WR,WAS,10.0,13.867,2.667,58.733,12.5,4.667,15.0,0,5.133,2.667,0.003,19.0,32,0.0,67.433,76.167,65.433,,64.767,0.067,0.333,0.333,51.0,0.0,0.0,367.667,0.0,43.333,28.0,92.667,339.333,25.8,84.667,105.367,48.667,3.333,73.6,281.333,409.0,76.667,2.7,14.067,1.17,2018,64.5,0.16,2.22
Pharoh Cooper,10751,WR,LA,17.0,6.1,2.0,64.7,66.7,2.0,3.0,0,8.3,1.0,-0.36,3.0,26,0.0,60.2,28.8,62.7,82.9,59.3,2.1,2.0,0.0,26.0,6.3,6.0,96.0,0.0,37.8,11.0,88.5,85.0,57.3,55.0,76.6,17.0,0.0,38.5,37.0,84.0,54.0,4.9,7.6,0.99,2017,0.0,0.0,
Pharoh Cooper,10751,WR,ARZ,14.333,8.233,2.0,72.1,57.1,3.333,5.667,1,7.7,1.667,-0.013,7.667,1,0.0,63.533,68.933,67.767,65.6,66.033,0.7,0.667,0.0,27.333,2.5,2.667,143.333,0.667,44.8,20.333,88.967,127.667,79.767,119.667,96.2,27.667,0.667,18.033,21.0,190.0,70.667,3.767,9.0,1.417,2019,12.3,0.09,2.46
Phillip Dorsett,9462,WR,NE,17.0,17.7,1.0,70.0,42.9,3.0,7.0,0,6.7,1.0,0.18,10.0,19,0.0,64.4,73.2,58.0,,56.9,0.0,0.0,1.0,39.0,0.0,0.0,258.0,1.0,47.5,14.0,93.8,242.0,32.2,83.0,90.4,20.0,0.0,66.7,172.0,244.0,73.0,5.2,17.4,1.01,2017,81.9,0.21,2.28
Phillip Dorsett,9462,WR,NE,18.333,14.367,4.333,72.667,50.0,2.333,5.0,0,5.633,1.667,0.207,18.0,19,0.0,69.467,76.733,63.267,,62.433,0.0,0.0,2.333,32.333,0.0,0.0,295.333,1.0,50.5,29.333,94.133,278.0,23.467,67.667,98.2,40.0,3.333,75.967,226.0,321.333,95.667,3.667,12.267,1.15,2018,100.8,0.18,3.15
Phillip Dorsett,9462,WR,HST,16.429,12.729,1.857,60.457,50.0,2.143,4.429,2,7.614,1.857,-0.06,14.0,13,0.0,63.6,75.686,58.943,,59.1,0.0,0.0,2.143,33.286,0.0,0.0,301.429,2.143,41.986,24.0,94.114,283.714,20.914,62.143,76.086,39.429,2.0,78.843,238.571,284.571,73.571,3.229,12.629,1.001,2022,0.0,0.0,
Pierre Garcon,4519,WR,SF,8.0,10.1,4.0,61.5,41.7,5.0,12.0,0,0.0,0.0,-0.12,25.0,28,0.0,90.2,78.3,77.5,,76.3,0.0,0.0,1.0,59.0,0.0,0.0,293.0,1.0,38.7,40.0,95.2,279.0,23.9,70.0,79.0,65.0,0.0,75.8,222.0,500.0,177.0,4.4,12.5,1.79,2017,58.6,0.15,2.44
Preston Williams,38855,WR,MIA,8.0,14.6,0.0,54.2,47.6,10.0,21.0,0,8.6,3.0,-0.16,24.0,17,2.0,42.0,40.9,67.7,,69.4,0.0,0.0,3.0,35.0,0.0,0.0,288.0,3.0,40.7,32.0,92.7,267.0,5.2,15.0,73.3,59.0,3.0,94.8,273.0,428.0,71.0,2.2,13.4,1.6,2019,70.8,0.21,3.93
Preston Williams,38855,WR,MIA,8.0,15.067,0.0,54.4,40.0,6.0,13.667,0,12.4,3.0,-0.033,17.333,17,0.667,44.933,63.233,66.233,,66.267,0.0,0.0,2.333,43.0,0.0,0.0,243.333,1.0,48.167,22.667,93.633,227.667,7.733,18.333,89.9,41.667,3.667,92.267,225.0,334.667,53.667,2.4,15.133,1.453,2020,13.8,0.08,1.97
Puka Nacua,100632,WR,LA,18.0,9.4,16.0,69.9,50.0,15.0,30.0,0,10.2,13.0,0.07,74.0,26,1.0,51.7,44.2,90.2,72.0,89.3,0.0,0.0,3.0,80.0,1.4,9.0,659.0,5.0,46.9,114.0,92.1,607.0,30.3,200.0,109.6,163.0,7.0,69.5,458.0,1667.0,731.0,6.4,14.6,2.75,2023,206.6,0.43,2.3
Puka Nacua,100632,WR,LA,14.667,8.667,20.667,71.7,35.0,9.667,23.333,0,6.933,7.667,0.11,60.0,26,0.333,65.3,70.733,91.733,75.5,91.5,1.8,6.667,1.667,60.667,1.0,5.0,469.0,3.0,48.3,98.0,93.1,435.667,30.033,141.333,106.733,137.0,4.333,67.367,318.0,1309.667,631.0,6.467,13.267,3.07,2024,377.0,0.52,2.71
Quentin Johnston,123085,WR,LAC,17.0,13.0,5.0,58.5,31.8,7.0,22.0,0,5.0,2.0,-0.02,20.0,27,0.0,64.3,78.6,58.9,,58.7,0.0,0.0,1.0,57.0,0.0,0.0,514.0,1.0,44.9,38.0,94.9,488.0,10.7,55.0,82.3,65.0,2.0,89.3,459.0,431.0,152.0,4.0,11.3,0.88,2023,174.7,0.27,3.01
Quentin Johnston,123085,WR,LAC,16.333,12.467,10.333,58.9,30.4,7.0,22.667,0,8.2,4.667,0.047,28.0,27,0.0,53.567,79.867,64.567,,65.033,0.0,0.0,1.667,63.0,0.0,0.0,480.667,1.0,45.033,49.333,94.167,452.667,11.5,55.0,96.033,83.667,6.0,88.5,425.667,617.667,259.333,5.133,12.367,1.38,2024,173.2,0.24,3.27
Quez Watkins,61664,WR,PHI,18.0,13.8,8.0,66.2,53.3,8.0,15.0,0,2.2,1.0,0.07,26.0,24,0.0,85.4,81.1,68.2,66.2,71.8,2.7,13.0,3.0,91.0,0.2,1.0,481.0,2.0,43.0,45.0,94.0,452.0,72.1,347.0,85.5,68.0,1.0,25.2,121.0,682.0,260.0,5.8,15.2,1.51,2021,86.4,0.13,2.4
Quez Watkins,61664,WR,PHI,19.333,12.067,5.333,64.867,9.1,3.333,12.333,0,2.667,1.0,0.037,17.333,24,0.667,75.667,47.5,57.867,66.2,60.067,0.9,4.333,3.0,65.667,0.2,1.0,478.333,1.333,44.067,37.667,94.533,452.0,74.367,355.667,81.367,58.0,2.333,24.733,118.333,468.667,191.333,5.0,12.133,1.037,2022,35.2,0.12,2.35
Quincy Enunwa,8843,WR,NYJ,11.0,8.2,9.0,61.3,28.6,2.0,7.0,0,13.6,6.0,-0.12,22.0,22,2.0,49.3,22.5,68.0,67.6,65.9,0.3,1.0,2.0,42.0,0.6,2.0,337.0,2.0,40.2,38.0,95.3,321.0,47.8,161.0,75.3,62.0,1.0,51.6,174.0,449.0,284.0,7.5,11.8,1.4,2018,0.6,0.01,0.6
Quintez Cephus,29614,WR,DET,13.0,14.9,1.0,62.5,0.0,0.0,1.0,0,9.1,2.0,-0.05,16.0,11,0.0,48.0,74.6,64.8,68.1,66.0,0.4,1.0,0.0,49.0,0.9,2.0,231.0,0.0,46.3,20.0,93.5,216.0,17.3,40.0,120.4,32.0,2.0,82.3,190.0,349.0,82.0,4.1,17.5,1.62,2020,47.4,0.22,3.16
Randall Cobb,6216,WR,GB,15.0,6.1,5.0,77.6,38.5,5.0,13.0,1,2.9,2.0,-0.04,29.0,12,1.0,80.4,51.5,64.4,76.0,64.8,1.0,5.0,2.0,46.0,1.3,7.0,521.0,3.0,43.6,66.0,91.9,479.0,77.7,405.0,104.6,85.0,4.0,15.5,81.0,653.0,421.0,6.4,9.9,1.36,2017,88.3,0.19,2.32
Randall Cobb,6216,WR,GB,11.0,7.367,5.0,70.333,50.0,3.0,7.0,1,7.3,3.333,0.0,21.667,12,1.0,64.6,45.567,61.6,,63.133,1.8,7.0,0.667,65.333,0.433,2.333,413.667,1.667,43.467,47.333,93.433,385.667,84.633,346.333,99.733,66.333,2.667,11.3,49.0,473.0,300.333,6.333,10.033,1.207,2018,156.9,0.22,2.71
Randall Cobb,6216,WR,DAL,13.286,8.986,7.857,69.914,63.6,5.286,9.286,0,11.186,6.571,0.131,32.143,9,1.571,44.314,39.071,66.343,68.6,67.571,1.457,6.429,2.0,61.714,0.414,2.143,462.429,1.857,47.429,51.714,93.757,433.286,88.729,410.143,100.229,73.571,2.857,8.843,41.0,675.857,319.571,6.2,12.929,1.529,2019,100.1,0.27,2.63
Randall Cobb,6216,WR,HST,11.286,8.229,4.143,75.643,57.1,4.571,7.714,0,6.871,3.714,0.166,25.429,13,0.714,62.871,60.371,69.486,,70.529,0.657,2.857,0.857,47.0,0.114,0.571,352.857,0.714,50.314,42.857,95.4,335.571,82.586,297.857,115.214,57.571,2.857,16.457,51.286,543.286,226.286,5.157,12.386,1.61,2020,95.6,0.26,3.3
Randall Cobb,6216,WR,GB,12.429,9.486,2.857,74.086,53.8,6.143,11.0,0,2.757,1.571,0.213,22.857,12,0.286,77.043,71.086,70.5,,71.843,1.714,5.429,0.429,49.0,0.057,0.286,317.571,0.857,48.229,34.714,94.8,300.714,78.657,253.714,131.571,47.0,4.143,19.286,57.571,458.571,178.286,5.043,13.129,1.501,2021,81.7,0.22,2.4
Randall Cobb,6216,WR,GB,12.571,9.843,3.0,72.529,25.0,3.714,9.286,0,3.571,1.286,0.016,19.429,12,0.571,76.5,78.3,70.314,36.3,71.6,0.771,2.286,0.571,43.143,0.229,0.571,272.286,0.286,44.743,32.857,95.2,259.143,78.543,213.571,113.229,45.286,2.429,19.886,54.286,408.429,169.286,5.171,12.514,1.579,2022,14.9,0.07,2.98
Rashard Higgins,10806,WR,CLV,15.0,10.2,6.0,58.7,33.3,2.0,6.0,0,6.9,2.0,-0.25,13.0,8,1.0,65.2,26.4,50.4,62.3,48.7,0.0,0.0,7.0,56.0,0.2,1.0,504.0,3.0,35.6,27.0,93.5,471.0,93.8,473.0,54.2,46.0,2.0,6.2,31.0,312.0,150.0,5.6,11.6,0.66,2017,120.2,0.25,3.08
Rashard Higgins,10806,WR,CLV,13.667,11.4,3.333,70.567,44.4,3.333,8.0,1,7.033,2.667,-0.07,22.333,8,1.667,65.4,23.8,62.2,,61.7,0.2,0.667,3.667,45.333,0.067,0.333,397.333,3.0,41.2,35.0,92.767,369.0,50.867,225.0,99.6,49.333,3.333,48.933,171.667,485.333,151.333,4.467,13.667,1.42,2018,15.5,0.09,3.88
Rashard Higgins,10806,WR,CLV,13.857,13.229,2.0,71.443,53.8,5.429,10.857,0,6.671,2.857,0.09,27.286,8,3.0,67.343,21.171,68.6,65.7,68.043,0.371,1.429,2.714,44.0,0.2,0.714,385.714,1.857,46.229,40.143,94.157,363.286,32.429,136.429,110.8,56.0,3.714,67.2,247.857,616.571,123.714,3.229,15.171,1.746,2020,57.5,0.11,2.4
Rashard Higgins,10806,WR,CLV,14.429,13.029,0.571,63.414,27.3,4.286,11.286,0,11.014,3.571,0.011,21.857,8,1.429,52.671,51.729,61.957,61.6,62.714,0.529,1.857,1.429,30.0,0.257,0.857,335.714,1.857,46.343,31.857,94.457,317.143,33.229,108.714,93.414,49.286,2.286,66.186,225.143,443.143,72.286,2.071,13.329,1.357,2021,0.0,0.0,
Rashee Rice,97605,WR,KC,20.0,5.0,16.0,80.2,14.3,1.0,7.0,0,2.8,3.0,0.0,59.0,16,3.0,90.2,23.6,84.9,71.7,86.1,0.5,3.0,1.0,67.0,0.7,4.0,579.0,2.0,46.9,105.0,93.6,542.0,49.7,288.0,122.0,131.0,8.0,49.4,286.0,1200.0,853.0,8.1,11.4,2.21,2023,64.9,0.42,2.6
Rashee Rice,97605,WR,KC,9.333,5.133,10.667,81.933,0.0,0.333,3.0,1,3.6,1.667,-0.02,29.667,16,1.0,79.533,58.4,85.033,,85.7,0.167,1.0,1.0,51.667,0.233,1.333,259.0,1.333,49.3,51.0,92.467,241.333,50.233,129.333,118.467,63.0,4.0,49.467,128.0,592.0,407.667,7.833,11.8,2.843,2024,148.1,0.36,2.55
Rashid Shaheed,63707,WR,NO,12.0,11.6,0.0,82.4,0.0,0.0,1.0,0,0.0,0.0,0.1,18.0,20,1.0,86.9,89.8,80.9,,78.6,0.0,0.0,0.0,68.0,0.0,0.0,193.0,0.0,51.6,28.0,97.4,188.0,25.9,50.0,138.4,34.0,2.0,73.6,142.0,488.0,174.0,6.2,17.4,2.6,2022,151.6,0.25,2.86
Rashid Shaheed,63707,WR,NO,14.0,13.6,2.667,70.667,55.6,3.333,6.333,0,2.8,1.333,0.033,24.0,20,0.333,80.3,77.667,72.967,,72.467,0.0,0.0,2.0,61.333,0.0,0.0,361.667,2.0,45.067,40.0,96.867,350.0,40.033,156.667,115.533,58.667,4.0,59.333,202.667,642.0,161.333,4.333,16.2,1.98,2023,75.8,0.27,2.92
