player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,epa,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,positive_epa_percent,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr,year,fantasyPts,ptsPerSnap,ptsPerTouch
Robbie Chosen,11254,WR,ARZ,16,14.6,0,46.5,22.2,2,9,0,4.8,1,-0.15,10,1,1,70.5,24.3,51.2,52.6,0,0,1,75,0,0,343,1,38.7,20,94.2,323,14.3,49,66.2,43,1,85.7,294,282,97,4.9,14.1,0.87,2022,22.6,0.17,5.65
Skyy Moore,97116,WR,KC,18,7.7,7,65.9,33.3,1,3,0,3.6,1,0.07,14,16,0,75.5,84.4,67.7,67.6,0.9,2,3,30,0,0,224,0,53.8,27,92.9,208,48.7,109,61.7,41,1,50,112,267,169,6.3,9.9,1.28,2022,53.7,0.11,2.24
Scott Miller,47481,WR,TB,15,13,1,57.5,35.7,5,14,0,4.2,1,-0.08,8,30,0,72.8,75.4,55.6,55.1,0,0,0,23,0,0,206,1,41.5,23,94.7,195,23.8,49,69.3,40,0,76.2,157,185,36,1.6,8,0.95,2022,39.1,0.15,3.55
Marquise Goodwin,7859,WR,SEA,13,11.3,3,69.2,50,4,8,0,6.9,2,0.08,18,29,0,65.8,76.7,64.5,64.5,0.3,1,1,38,0.3,1,318,1,50,27,94,299,58.8,187,124.6,39,4,40.3,128,387,120,4.4,14.3,1.29,2022,14,0.11,1.75
Phillip Dorsett,9462,WR,HST,15,11.5,0,51.3,50,2,4,2,9.1,2,-0.26,11,13,0,59.2,74.9,55.7,56.6,0,0,2,34,0,0,306,3,35.6,20,94.1,288,19,58,59.5,39,1,81,248,257,57,2.9,12.9,0.89,2022,0,0,
Equanimeous St Brown,47967,WR,CHI,16,12.8,0,55.3,28.6,2,7,0,4.5,1,-0.06,14,6,1,71.3,76.5,64.2,60.9,2,6,3,56,2.6,8,306,0,40.5,21,91.5,280,30.7,94,59.4,38,1,67.3,206,323,98,4.7,15.4,1.15,2022,11.2,0.05,2.24
CeeDee Lamb,61570,WR,DAL,18,10.4,19,73.1,36.7,11,30,0,4,6,0.21,87,9,3,89.3,50.6,90.9,91.2,0.3,2,2,92,0,0,742,6,51.6,144,93.3,692,58.6,435,118.4,197,12,40.3,299,1859,709,4.9,12.9,2.69,2023,263.4,0.32,2.29
Amon-Ra St Brown,84470,WR,DET,19,8,20,74.2,51.7,15,29,0,3.4,5,0.12,93,11,1,88.5,67.4,91.2,91.3,0,0,3,70,0.6,4,725,1,50,141,95.3,691,55.3,401,115.9,190,11,43.6,316,1789,802,5.7,12.7,2.59,2023,313.9,0.31,2.68
Stefon Diggs,9579,WR,BUF,19,10.6,14,66.9,41.9,13,31,0,6.4,8,0.17,63,4,3,77.7,39.4,79.1,79,0,0,4,55,0,0,704,3,51.9,117,94.5,665,35.7,251,93.4,175,8,63.1,444,1256,460,3.9,10.7,1.89,2023,121.4,0.28,2.43
Tyreek Hill,10799,WR,MIA,17,11.3,27,70.9,30.4,7,23,0,7.5,10,0.14,84,17,1,63.6,64.4,93.4,93.8,1,5,5,78,0,0,521,3,49.4,124,96,500,37.4,195,120.2,175,14,60.5,315,1861,689,5.6,15,3.72,2023,218.2,0.24,2.45
Davante Adams,8688,WR,LV,17,11.1,8,60.2,35.3,12,34,0,8,9,-0.06,59,23,0,67.6,83.6,79.1,80,0,0,6,46,0,0,605,1,45.9,103,96.2,582,16.9,102,81.1,171,8,82,496,1144,337,3.3,11.1,1.97,2023,239.3,0.3,2.82
Garrett Wilson,97405,WR,NYJ,17,10.6,17,58.3,29.7,11,37,1,5.9,6,-0.31,47,22,2,64.1,32.1,72.9,73.5,0,0,6,68,0,0,712,5,36.1,95,94.7,674,31.2,222,68.1,163,3,68.8,490,1042,319,3.4,11,1.55,2023,253.9,0.25,2.47
Puka Nacua,100632,WR,LA,18,9.4,16,69.9,50,15,30,0,10.2,13,0.07,74,26,1,51.7,44.2,90.2,89.3,0,0,3,80,1.4,9,659,5,46.9,114,92.1,607,30.3,200,109.6,163,7,69.5,458,1667,731,6.4,14.6,2.75,2023,206.6,0.43,2.3
AJ Brown,48327,WR,PHI,17,12.3,19,69.7,45.2,14,31,0,3.6,4,0.07,70,24,2,88.3,35.4,90,90.4,0.2,1,4,59,0.5,3,607,2,46.4,106,95.1,577,23.9,145,104.5,152,7,75.8,460,1456,484,4.6,13.7,2.52,2023,216.9,0.28,3.24
Michael Pittman,29049,WR,IND,16,8.1,5,72.7,53.6,15,28,0,4.4,5,-0.01,53,14,1,89.2,60.4,77.7,80,2,12,6,75,0.5,3,606,8,42.4,109,93.2,565,25.6,155,86.9,150,4,72.4,439,1152,518,4.8,10.6,2.04,2023,167.8,0.19,2.43
Mike Evans,8642,WR,TB,19,15.1,6,61.6,54.5,18,33,0,8.2,8,0.1,61,30,0,62.4,82.9,81.5,83,0,0,4,75,0,0,663,4,45.7,90,93.8,622,29.4,195,115.4,146,14,70.6,468,1450,371,4.1,16.1,2.33,2023,240.4,0.36,3.25
Keenan Allen,7857,WR,LAC,13,9.9,7,74.5,50,10,20,0,5.3,6,0.04,56,27,2,79,35.7,85.3,86.4,0,0,2,42,0.5,3,561,1,47.7,108,93.9,527,59,331,110.2,145,7,40.3,226,1243,395,3.7,11.5,2.36,2023,186.4,0.22,2.66
Ja'Marr Chase,84270,WR,CIN,16,9.1,15,71.4,44,11,25,1,3.8,4,-0.01,63,7,1,85.7,58.8,85.3,86.7,0,0,2,76,0,0,631,2,46.6,100,95.1,600,23.5,148,108.5,140,7,75.9,479,1216,553,5.5,12.2,2.03,2023,403,0.38,3.1
Chris Olave,84355,WR,NO,16,13.9,4,63,40,10,25,0,6.5,6,0.02,57,20,0,71.2,82.7,82.5,82.9,0,0,3,51,0,0,562,1,43.2,87,96.4,542,39.3,221,91.5,138,5,59.8,336,1123,355,4.1,12.9,2.07,2023,78.7,0.25,2.38
Adam Thielen,8288,WR,CAR,17,8,3,75.7,50,6,12,0,3.7,4,-0.21,56,5,2,86.7,33,72.7,75.3,0,0,1,32,0.7,5,683,5,38.9,103,93.3,637,69.1,472,103,136,4,30,205,1014,350,3.4,9.8,1.59,2023,139.5,0.33,2.91
Chris Godwin,11839,WR,TB,19,10.3,6,67.4,59.3,16,27,1,4.2,4,0.09,57,30,0,83.9,83.5,77.5,77.9,0.9,6,3,47,0.3,2,687,1,45.4,91,93.2,640,37.4,257,90.6,135,3,61.6,423,1109,413,4.5,12.2,1.73,2023,137.8,0.35,2.7
DeAndre Hopkins,7808,WR,TEN,17,14.8,5,56.4,22.7,5,22,0,5.1,4,-0.12,48,31,0,77.4,82.1,81,82.3,0,0,6,61,0.2,1,543,4,38.8,75,93,505,20.3,110,80.9,133,7,79,429,1057,238,3.2,14.1,2.09,2023,147,0.28,2.63
Calvin Ridley,48262,WR,JAX,17,13.9,4,57.6,36.4,8,22,0,8.4,7,-0.04,49,15,1,62.1,54.8,71.4,72.2,0,0,4,59,0,0,688,3,48.1,76,94,647,18.6,128,89.7,132,8,81.4,560,1016,202,2.7,13.4,1.57,2023,201.2,0.23,2.79
DJ Moore,48267,WR,CHI,17,11.9,16,72.7,53.6,15,28,2,2,2,-0.08,64,6,1,90.5,57.4,89,89.5,0,0,2,58,0,0,615,3,43.3,96,96.1,591,21.6,133,119.6,132,8,78,480,1364,550,5.7,14.2,2.31,2023,238.1,0.22,2.13
Rashee Rice,97605,WR,KC,20,5,16,80.2,14.3,1,7,0,2.8,3,0,59,16,3,90.2,23.6,84.9,86.1,0.5,3,1,67,0.7,4,579,2,46.9,105,93.6,542,49.7,288,122,131,8,49.4,286,1200,853,8.1,11.4,2.21,2023,64.9,0.42,2.6
Terry McLaurin,48229,WR,WAS,17,12.2,7,61.7,50,13,26,0,4.8,4,-0.14,47,32,0,84.3,82.1,75.1,74.5,0.1,1,4,48,0,0,676,0,44.2,79,95.1,643,15.2,103,83.5,128,4,84.6,572,1002,356,4.5,12.7,1.56,2023,269.8,0.29,3.21
Amari Cooper,9437,WR,CLV,16,14.1,5,59.8,53.3,16,30,0,6.2,5,-0.17,54,8,2,55.4,50,79.9,79.6,0,0,6,75,0.2,1,629,1,41,76,94.1,592,21.6,136,88.3,127,5,78.1,491,1309,279,3.7,17.2,2.21,2023,122.7,0.21,2.79
Nico Collins,61441,WR,HST,17,11.4,21,72.2,47.1,8,17,0,4.2,4,0.09,62,13,1,83.5,83.3,91.4,91.2,0.2,1,2,75,0,0,497,0,47,91,94.6,470,20.1,100,127.8,126,9,79.7,396,1461,646,7.1,16.1,3.11,2023,210.6,0.42,3.1
DeVonta Smith,61100,WR,PHI,17,12.6,8,71.8,39.3,11,28,0,5.3,5,0.07,53,24,1,76.7,55.3,75.4,77.1,0,0,3,63,0,0,668,1,46.2,89,95.2,636,31.1,208,111.4,124,7,68.3,456,1214,335,3.8,13.6,1.91,2023,199.4,0.25,2.89
Brandon Aiyuk,84109,WR,SF,19,14.6,10,70,50,9,18,0,2.3,2,0.27,70,28,1,86.1,53.9,91.5,91.7,0.2,1,3,76,0.3,2,593,4,54.1,84,94.9,563,24.6,146,124,120,8,75.2,446,1491,390,4.6,17.8,2.65,2023,62.4,0.17,2.5
Tyler Lockett,9502,WR,SEA,17,12,2,67.5,36.4,8,22,0,4.8,4,0.02,47,29,0,74.6,82.3,78.1,77.6,0.2,1,4,37,0,0,597,0,47.3,79,93.1,556,35.2,210,90.2,117,5,64.3,384,894,221,2.8,11.3,1.61,2023,121,0.16,2.47
Zay Flowers,97268,WR,BLT,18,9.1,21,74.1,54.5,6,11,1,7.5,7,0.03,48,3,1,65.6,57.7,76.3,75.2,0,0,1,75,0,0,626,2,49.5,86,93.9,588,31,194,113.9,116,6,69,432,1014,444,5.2,11.8,1.72,2023,209.5,0.25,2.52
George Pickens,99229,WR,PIT,18,13.6,7,59.6,32,8,25,1,4.2,3,-0.1,44,25,4,86.4,20.4,74.1,74.7,0,0,4,86,0,0,617,5,42.7,68,94.2,581,16.4,101,95.3,114,5,83.6,516,1190,416,6.1,17.5,2.05,2023,166.4,0.22,2.73
DK Metcalf,47864,WR,SEA,16,14.1,14,58.9,29,9,31,3,8.3,6,0.01,52,29,0,56,81,80,82.3,0,0,4,73,0,0,585,8,46.2,66,93.2,545,16.1,94,101.6,112,8,83.9,491,1114,370,5.6,16.9,2.04,2023,195.2,0.24,2.96
Jaylen Waddle,84088,WR,MIA,15,10.7,8,67.9,42.9,6,14,0,8.6,7,0.16,49,17,0,60.6,82.2,90.3,90.6,0.2,1,4,60,0,0,430,0,50.6,74,96.5,415,24.7,106,95.5,109,4,74,318,1045,423,5.7,14.1,2.52,2023,145.6,0.18,2.35
Deebo Samuel,48274,WR,SF,18,7.5,32,67,36.8,7,19,0,5.2,4,0.34,40,28,1,76.9,64.7,85.4,87,0,0,3,54,1,5,489,2,55.3,73,93.9,459,33.5,164,107.5,109,7,60.5,296,1038,632,8.7,14.2,2.26,2023,155.6,0.23,1.67
Jakobi Meyers,47468,WR,LV,16,9.8,8,67,52.4,11,21,0,5.3,4,-0.1,46,23,0,75.3,82.1,69.9,71.8,0,0,4,33,0.4,2,561,6,44.9,71,94.7,531,28,157,99.1,106,8,71.8,403,807,243,3.4,11.4,1.52,2023,216,0.24,2.43
Drake London,86519,WR,ATL,16,11.7,4,65.1,51.5,17,33,0,4.2,3,-0.07,45,2,0,74.8,81.4,78.9,78.9,0,0,4,45,0,0,511,1,44.7,69,94.9,485,26.2,134,82.5,106,2,73.8,377,905,195,2.8,13.1,1.87,2023,280.8,0.27,2.78
Romeo Doubs,84329,WR,GB,19,12.9,3,65.7,53.6,15,28,0,5.5,4,0.13,49,12,1,74.5,47.6,73.6,74,0,0,3,46,0,0,587,1,46.5,69,94.5,555,15.7,92,109.5,105,9,84.3,495,908,216,3.1,13.2,1.64,2023,130.1,0.2,2.83
Jordan Addison,123000,WR,MIN,17,12.5,5,67.3,40.9,9,22,1,4.1,3,0,38,18,0,80.3,81.4,68.6,69.7,0,0,7,62,0,0,642,1,44.7,70,94.4,606,28.8,185,98.7,104,10,70.7,454,911,267,3.8,13,1.5,2023,212.5,0.26,3.22
Elijah Moore,84302,WR,CLV,18,11.2,9,60.4,36.4,4,11,0,7.6,5,-0.21,29,8,1,65.6,51.1,58.9,60.6,0,0,3,42,0.2,1,647,1,39.9,61,94,608,44,285,73.5,101,2,53.5,346,652,206,3.4,10.7,1.07,2023,120.9,0.14,1.95
Cooper Kupp,11824,WR,LA,13,8.6,11,64,45.5,5,11,0,7.2,5,0.06,35,26,0,61.3,81.1,71.5,71.1,0,0,3,62,0.6,3,464,2,44.8,64,93.1,432,61.9,287,91.4,100,5,37.5,174,764,336,5.3,11.9,1.77,2023,175,0.27,2.54
Justin Jefferson,61398,WR,MIN,10,13.5,10,69.4,40.9,9,22,1,2.9,2,0,51,18,1,86.5,48.1,91.1,91.2,0,0,3,52,0,0,391,1,45.4,68,94.4,369,30.2,118,109.8,98,5,69.6,272,1074,263,3.9,15.8,2.91,2023,316.6,0.3,3.04
Jayden Reed,78171,WR,GB,18,10,6,70.1,25,3,12,0,4.2,3,0.14,33,12,0,81.1,88.6,73.3,74.4,0.7,3,1,59,0.2,1,447,3,45.2,68,94.9,424,75.2,336,119.3,97,8,23.5,105,828,366,5.4,12.2,1.95,2023,199,0.29,2.65
Marquise Brown,61568,WR,ARZ,14,12.7,5,54.3,23.8,5,21,1,5.6,3,-0.2,32,1,0,73,79.9,67.1,68.1,0,0,3,41,0,0,499,4,41.1,51,92.2,460,20,100,73.6,94,4,79.8,398,574,167,3.3,11.3,1.25,2023,18.1,0.4,2.01
Josh Downs,122832,WR,IND,17,7.4,8,72.3,45.5,5,11,0,2.9,2,-0.06,30,14,0,87.4,84.6,70.3,71,0.2,1,1,59,0,0,514,1,40.4,68,94,483,81.3,418,99.2,94,2,17.7,91,771,374,5.5,11.3,1.6,2023,183.5,0.3,2.51
Diontae Johnson,33441,WR,PIT,14,12.7,7,59.8,33.3,6,18,1,3.5,2,-0.11,42,25,1,81.6,41.5,77.9,79.1,0,0,2,71,0,0,433,4,44.2,55,93.1,403,22.4,97,99.2,92,6,77.6,336,765,285,5.2,13.9,1.9,2023,89.1,0.22,2.55
Tyler Boyd,10689,WR,CIN,17,7.2,11,73.6,40,6,15,0,4.3,3,-0.02,28,7,0,73.8,81.5,59.5,64.4,0,0,4,64,0.2,1,611,2,46.3,67,94.4,577,85.3,521,83,91,2,14.6,89,667,287,4.3,10,1.16,2023,78.3,0.12,1.96
Jaxon Smith-Njigba,129758,WR,SEA,17,6.4,6,70,25,3,12,0,11.3,8,-0.04,29,29,0,47.1,80.6,63.3,63.9,0,0,2,35,0.2,1,507,1,43.9,63,94.1,477,69,350,95,90,4,31,157,628,370,5.9,10,1.32,2023,251.6,0.27,2.4
Brandin Cooks,8655,WR,DAL,17,13.5,3,67.4,50,9,18,1,1.6,1,0.22,42,9,1,83.5,57.3,68.7,69.8,0,0,5,37,0,0,635,1,51.7,60,93.5,594,35.9,228,97.8,89,8,64.1,407,704,134,2.2,11.7,1.19,2023,69.6,0.15,2.4
Courtland Sutton,48164,WR,DEN,16,13,3,67.8,57.1,12,21,0,10.6,7,-0.05,37,10,3,52.3,21.7,75.6,75.2,1,5,2,46,0.6,3,506,6,44.6,59,92.5,468,21.7,110,124.5,87,10,77.3,391,777,166,2.8,13.2,1.66,2023,237.1,0.25,2.93
Curtis Samuel,11795,WR,WAS,16,7.1,6,72.9,50,9,18,2,6.1,4,-0.22,26,32,0,71.3,81.7,69.7,70.4,0.9,4,4,37,0.7,3,430,2,41.5,62,93.5,402,70.2,302,89,85,4,26.5,114,613,265,4.3,9.9,1.52,2023,63.7,0.17,1.77
Jerry Jeudy,61103,WR,DEN,16,13.6,14,64.3,23.1,3,13,0,6.9,4,-0.09,28,10,1,67.2,40.4,67.8,68.1,0,0,3,47,0,0,492,0,43.5,54,93.5,460,59.1,291,86.3,84,2,39.8,196,758,317,5.9,14,1.65,2023,236.9,0.22,2.63
Jonathan Mingo,97774,WR,CAR,15,10.6,5,51.8,36.4,4,11,0,8.5,4,-0.22,15,5,1,60.7,31.2,54.7,52.6,0,0,2,40,1,6,578,2,38.8,43,93.3,539,33.7,195,56.2,83,0,66.1,382,418,161,3.7,9.7,0.78,2023,34.2,0.07,1.8
Christian Kirk,47546,WR,JAX,12,10.7,6,71.3,28.6,2,7,1,6.6,4,0.02,34,15,2,68.2,26.7,71.1,72.7,0,0,2,57,0.2,1,408,1,48.3,57,93.1,380,71.3,291,104.5,80,3,27.9,114,787,251,4.4,13.8,2.07,2023,70.9,0.21,2.63
Jahan Dotson,84375,WR,WAS,17,10,1,62,33.3,4,12,2,7.5,4,-0.14,27,32,0,64.3,79.2,57.7,58.5,0,0,7,33,0.1,1,675,3,43.4,49,94.1,635,42.1,284,61,79,4,57.9,391,518,118,2.4,10.6,0.82,2023,41.9,0.06,2.09
Gabe Davis,55410,WR,BUF,17,15.6,7,57.7,50,7,14,0,8.2,4,0.17,34,4,1,63.6,36.2,67.9,68.7,0.5,3,6,57,1.2,7,598,0,51.1,45,92.8,555,16.7,100,87.9,78,7,82.4,493,746,179,4,16.6,1.34,2023,55.9,0.14,2.79
Darius Slayton,25578,WR,NYG,17,12.5,11,65.8,18.2,2,11,0,5.7,3,-0.08,29,21,0,71.4,79.6,67.5,68.2,0.2,1,2,80,0.2,1,584,0,42.6,50,95.5,558,33.4,195,105.7,76,4,66.4,388,770,302,6,15.4,1.38,2023,110,0.13,2.68
Demario Douglas,104155,WR,NE,14,8,11,64.5,36.4,4,11,0,3.9,2,-0.34,26,19,1,79.7,57.6,74.4,75.6,0,0,3,42,0,0,337,2,38.2,49,97.9,330,67.7,228,70.1,76,0,31.5,106,561,343,7,11.4,1.7,2023,147.7,0.22,2.14
Wan'Dale Robinson,101735,WR,NYG,15,5.5,8,78.9,80,4,5,2,4.8,3,-0.17,29,21,0,76.2,81.6,65.5,67,1.4,6,0,33,0,0,422,2,39.3,60,95.3,402,78.2,330,99.8,76,1,19.4,82,525,291,4.9,8.8,1.31,2023,182.7,0.21,1.9
Robert Woods,7822,WR,HST,16,9.9,1,55.3,38.1,8,21,1,8.7,4,-0.08,27,13,0,59.9,83.7,60.7,61,0.4,2,1,26,0.4,2,479,3,42.4,42,93.5,448,55.5,266,71.3,76,1,42.2,202,443,136,3.2,10.5,0.99,2023,40.3,0.11,2.01
Josh Reynolds,11872,WR,DET,20,11.7,11,64,57.1,8,14,1,9.4,5,0.15,39,11,1,56.7,35.3,70.1,69.2,0,0,1,33,0.2,1,608,3,50.4,48,95.4,580,34.9,212,117.6,75,6,65.1,396,740,221,4.6,15.4,1.28,2023,38.4,0.12,2.95
Tank Dell,78874,WR,HST,11,14.4,3,63.5,60,6,10,0,7.8,4,0.18,33,13,0,64.5,85.5,83.4,83.3,0,0,2,68,0,0,338,1,49.5,47,94.7,320,28.7,97,115.2,74,7,70.1,237,709,145,3.1,15.1,2.22,2023,140,0.22,2.33
Tee Higgins,61211,WR,CIN,12,13.1,4,56.8,34.8,8,23,1,12.5,6,-0.07,33,7,0,45.9,78.5,72.1,70.9,0.2,1,1,80,0.2,1,419,3,44.1,42,94.5,396,17.4,73,103.2,74,5,82.3,345,656,235,5.6,15.6,1.66,2023,224.1,0.35,3.07
KJ Osborn,23503,WR,MIN,16,9.2,1,65.8,25,3,12,0,12.7,7,-0.02,28,18,1,35.7,79,53.9,54.3,0,0,3,47,0.3,2,594,2,43.6,48,93.9,558,35.4,210,84.3,73,3,64.6,384,540,186,3.9,11.3,0.97,2023,18.7,0.07,2.67
Rashid Shaheed,63707,WR,NO,15,14.6,4,64.8,55.6,5,9,0,4.2,2,0,27,20,0,77,71.6,69,69.4,0,0,3,58,0,0,446,3,41.8,46,96.6,431,47.1,210,104.1,71,5,52.2,233,719,155,3.4,15.6,1.67,2023,75.8,0.27,2.92
Trey Palmer,99248,WR,TB,19,11.1,3,60,33.3,6,18,0,6.7,3,0.08,19,30,3,67.4,19.7,53.3,54.8,0.2,1,1,56,0,0,538,5,44.6,42,92.9,500,55.4,298,93.3,70,4,44.2,238,473,173,4.1,11.3,0.95,2023,35.2,0.12,2.93
Odell Beckham,8647,WR,BLT,16,15,3,56.5,45.5,5,11,0,2.5,1,0.01,29,3,1,82.6,29.7,75.4,77,0,0,1,51,0,0,361,2,48.5,39,92,332,13,47,93.8,69,3,87,314,599,162,4.2,15.4,1.8,2023,14.5,0.12,1.61
Tutu Atwell,77965,WR,LA,17,11.6,1,59.7,45.5,5,11,0,7,3,0.05,27,26,0,66.8,79.6,68.3,66.6,0,0,2,44,0,0,441,0,46.6,40,92.5,408,43.5,192,91.7,67,4,56.5,249,521,130,3.3,13,1.28,2023,98.9,0.23,2.25
Quentin Johnston,123085,WR,LAC,17,13,5,58.5,31.8,7,22,0,5,2,-0.02,20,27,0,64.3,78.6,58.9,58.7,0,0,1,57,0,0,514,1,44.9,38,94.9,488,10.7,55,82.3,65,2,89.3,459,431,152,4,11.3,0.88,2023,174.7,0.27,3.01
Alec Pierce,78038,WR,IND,17,15.7,1,50.8,42.9,9,21,0,5.9,2,-0.03,24,14,0,69.5,77,58.1,56.6,0,0,1,58,0.2,1,649,2,42.1,32,93.2,605,13.1,85,82.4,63,2,86.9,564,514,94,2.9,16.1,0.85,2023,161.4,0.2,4.36
Zay Jones,11792,WR,JAX,9,14.1,0,54.8,35.7,5,14,0,2.9,1,0,13,15,0,79.4,77.1,61.2,61.5,0,0,2,36,0.3,1,325,0,49.4,34,94.5,307,28.9,94,66.7,62,2,71.1,231,321,61,1.8,9.4,1.05,2023,16.4,0.06,2.05
DJ Chark,47702,WR,CAR,15,15.2,1,56.5,58.8,10,17,0,12.5,5,-0.21,22,5,2,46.1,21.7,60,60,0,0,0,47,0,0,521,0,40.3,35,93.3,486,24.6,128,111.3,62,5,75.4,393,525,92,2.6,15,1.08,2023,13.1,0.12,3.27
Justin Watson,66915,WR,KC,20,17.9,0,53.2,46.7,7,15,0,15.4,6,0.11,25,16,1,44.3,28.2,62.4,62.3,0.4,2,3,41,0.2,1,492,1,49.6,33,94.1,463,30.7,151,79.4,62,3,68.5,337,550,71,2.2,16.7,1.19,2023,62.9,0.09,2.86
Dontayvion Wicks,99711,WR,GB,17,10.7,7,67.2,42.9,3,7,0,4.7,2,0.16,30,12,3,74.3,23,77.8,77,0.9,3,1,35,0,0,328,2,47.6,41,95.1,312,35.7,117,119.9,61,5,63.4,208,605,218,5.3,14.8,1.94,2023,110.5,0.19,2.83
Rashod Bateman,84296,WR,BLT,18,14.6,3,59,50,7,14,1,10,4,0.04,22,3,0,55.9,78,61,60.1,0.2,1,3,29,0,0,409,1,48.8,36,95.1,389,10.3,42,64.1,61,1,89.5,366,408,72,2,11.3,1.05,2023,174.6,0.23,3.88
Joshua Palmer,62979,WR,LAC,10,12.3,2,63.3,46.7,7,15,0,7.3,3,-0.03,22,27,1,66.3,29.7,69,69,0,0,1,79,0,0,369,1,45.9,38,92.7,342,38.8,143,99.4,60,2,61,225,581,188,4.9,15.3,1.7,2023,103.4,0.17,2.65
Michael Wilson,84423,WR,ARZ,13,14.1,6,64.4,47.1,8,17,1,2.6,1,-0.04,29,1,0,81.9,77.9,68.3,68.7,0,0,2,69,0.2,1,444,3,43.3,38,93.5,415,25.9,115,98.5,59,3,74.1,329,565,143,3.8,14.9,1.36,2023,126.5,0.15,2.64
Christian Watson,66581,WR,GB,11,16.2,2,53.6,33.3,6,18,0,6.3,2,0.04,21,12,0,67.3,77.5,68.2,70.3,2.2,7,6,77,0.3,1,316,2,45.2,30,94.3,298,34.2,108,69.8,56,5,63.6,201,442,122,4.1,14.7,1.48,2023,105.3,0.19,3.19
Khalil Shakir,84140,WR,BUF,19,7.4,5,87.5,60,3,5,0,2,1,0.23,32,4,0,86.6,82.9,76.7,76.9,1,4,0,81,0.7,3,413,1,52.5,49,95.2,393,76.8,317,141.5,56,4,22.3,92,686,341,7,14,1.75,2023,182.5,0.31,2.34
Kendrick Bourne,12270,WR,NE,8,10.5,5,67.3,0,0,4,0,0,0,-0.28,15,19,1,90,29.3,67.2,69.7,0,0,4,36,0,0,247,3,40.4,37,95.1,235,30.4,75,82.8,55,4,69.6,172,406,208,5.6,11,1.73,2023,65.1,0.14,2.24
Darnell Mooney,48236,WR,CHI,15,11.3,4,56.4,18.2,2,11,1,13.9,5,-0.1,20,6,0,41,77.1,55.2,58.9,0.6,3,4,41,0.8,4,489,1,43.2,31,95.3,466,65.4,320,56.2,55,1,32.5,159,414,185,6,13.4,0.89,2023,193.2,0.2,3.02
Noah Brown,11993,WR,HST,11,12.7,2,60,25,2,8,1,13.2,5,-0.07,24,13,0,39.3,77.6,73,73.6,0.3,1,0,75,0.3,1,328,2,42.3,33,90.5,297,39.3,129,107.2,55,2,60.4,198,567,222,6.7,17.2,1.91,2023,86.3,0.18,2.47
Marquez Valdes-Scantling,47809,WR,KC,20,17.8,2,55.8,42.9,3,7,1,9.4,3,0.1,19,16,1,57.8,27.2,52.1,52.9,0,0,1,46,0,0,608,3,49.6,29,93.6,569,32.6,198,88.9,52,2,67.4,410,443,101,3.5,15.3,0.78,2023,84.5,0.18,4.22
Nelson Agholor,9453,WR,BLT,19,9.7,4,73.1,44.4,4,9,1,9.5,4,-0.06,21,3,1,56.7,43.6,61.6,61.4,2.9,12,1,39,0.2,1,419,1,44.1,38,94,394,71.8,301,121.6,52,5,25.3,106,432,172,4.5,11.4,1.1,2023,49.1,0.12,3.51
Jameson Williams,101701,WR,DET,15,16.4,5,58.8,58.3,7,12,0,14.3,5,0.09,19,11,1,41.3,28.6,62.9,61.8,0,0,2,63,0.3,1,342,0,49.5,30,97.1,332,35.4,121,89.7,51,3,64.6,221,433,106,3.5,14.4,1.3,2023,212.2,0.26,3.08
Allen Robinson II,8696,WR,PIT,18,7.6,1,73.5,57.1,4,7,0,0,0,-0.12,10,25,0,90,77.6,52.8,51.6,0.9,4,1,31,1.3,6,445,0,40.9,36,93.3,415,69.4,309,79.6,49,0,29.7,132,292,83,2.3,8.1,0.7,2023,6,0.07,2
Allen Lazard,48135,WR,NYJ,14,12.2,1,47.9,23.5,4,17,0,17.9,5,-0.32,17,22,0,31.7,75.3,52.7,52.6,0.2,1,1,39,0.4,2,483,5,35.2,23,94.2,455,22.2,107,67.3,48,1,77.6,375,311,57,2.5,13.5,0.68,2023,126,0.19,3.41
JuJu Smith-Schuster,11817,WR,NE,11,7.5,0,63,61.5,8,13,0,9.4,3,-0.24,13,19,0,57,76.3,57,59,0.4,1,4,37,0,0,256,4,40.7,29,96.1,246,43.4,111,49.2,46,1,56.3,144,260,95,3.3,9,1.06,2023,53.1,0.13,2.95
Demarcus Robinson,10760,WR,LA,14,14.1,3,64.4,85.7,6,7,0,0,0,0.2,23,26,2,87.3,20.7,70,69.2,0,0,1,37,0,0,271,2,51.4,29,95.6,259,24,65,114.6,45,4,76,206,415,93,3.2,14.3,1.6,2023,123.5,0.14,3.98
Cedrick Wilson,48170,WR,MIA,16,11.7,1,55.6,50,5,10,0,0,0,-0.07,16,17,0,85.7,78.6,65.3,66.3,0.6,2,1,31,0,0,320,3,43.8,25,94.7,303,38.4,123,92.2,45,3,60.3,193,333,65,2.6,13.3,1.1,2023,47.1,0.12,2.35
