player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,epa,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,positive_epa_percent,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr,year,AVG,fantasyPts,ptsPerSnap,ptsPerTouch
Tyquan Thornton,78092,WR,NE,13,14.9,1,51.2,20.0,1,5,0,12.0,3,-0.14,13,19,0,49.5,75.9,55.2,,54.3,0.0,0,2,29,0.0,0,348,0,37.1,22,93.7,326,24.1,84,64.8,43,2,75.9,264,247,66,3.0,11.2,0.76,2022,277.0,27.2,0.12,1.7
Robbie Chosen,11254,WR,ARZ,16,14.6,0,46.5,22.2,2,9,0,4.8,1,-0.15,10,1,1,70.5,24.3,51.2,,52.6,0.0,0,1,75,0.0,0,343,1,38.7,20,94.2,323,14.3,49,66.2,43,1,85.7,294,282,97,4.9,14.1,0.87,2022,366.0,22.6,0.17,5.65
Skyy Moore,97116,WR,KC,18,7.7,7,65.9,33.3,1,3,0,3.6,1,0.07,14,16,0,75.5,84.4,67.7,,67.6,0.9,2,3,30,0.0,0,224,0,53.8,27,92.9,208,48.7,109,61.7,41,1,50.0,112,267,169,6.3,9.9,1.28,2022,107.7,53.7,0.11,2.24
Marquise Goodwin,7859,WR,SEA,13,11.3,3,69.2,50.0,4,8,0,6.9,2,0.08,18,29,0,65.8,76.7,64.5,65.8,64.5,0.3,1,1,38,0.3,1,318,1,50.0,27,94.0,299,58.8,187,124.6,39,4,40.3,128,387,120,4.4,14.3,1.29,2022,328.0,14.0,0.11,1.75
Mecole Hardman,42683,WR,KC,9,8.0,2,75.0,66.7,2,3,0,6.9,2,0.33,15,16,0,55.1,81.0,68.2,,66.5,0.4,1,0,36,0.0,0,228,0,49.8,27,91.7,209,51.3,117,137.2,36,4,46.5,106,307,167,6.2,11.4,1.47,2022,188.0,27.7,0.18,1.73
Justin Watson,66915,WR,KC,19,19.3,0,51.4,25.0,1,4,0,18.2,4,0.26,15,16,0,33.5,78.5,53.5,83.1,53.8,0.9,3,1,67,0.6,2,352,1,53.3,18,93.8,330,30.4,107,93.2,35,2,68.8,242,345,58,3.2,19.2,1.05,2022,152.0,91.0,0.17,3.37
Tutu Atwell,77965,WR,LA,13,17.9,2,51.4,57.1,4,7,0,5.3,1,-0.1,11,26,0,68.7,77.0,70.1,,70.2,0.5,1,1,62,0.0,0,186,0,43.3,18,95.7,178,54.3,101,78.0,35,1,44.6,83,298,66,3.7,16.6,1.67,2022,266.0,108.4,0.16,2.46
Jamal Agnew,11920,WR,JAX,16,5.5,2,76.5,50.0,1,2,0,10.3,3,-0.1,9,15,1,55.1,70.0,67.6,68.8,64.1,0.0,0,0,24,0.9,1,108,0,43.1,26,93.5,101,54.6,59,119.0,34,3,44.4,48,194,141,5.4,7.5,1.92,2022,320.0,42.3,0.21,2.35
Rashid Shaheed,63707,WR,NO,12,11.6,0,82.4,0.0,0,1,0,0.0,0,0.1,18,20,1,86.9,89.8,80.9,,78.6,0.0,0,0,68,0.0,0,193,0,51.6,28,97.4,188,25.9,50,138.4,34,2,73.6,142,488,174,6.2,17.4,2.6,2022,178.0,151.6,0.25,2.86
Marquez Callaway,42295,WR,NO,13,12.5,1,50.0,40.0,4,10,0,11.1,2,-0.08,11,20,0,52.8,77.1,59.7,,58.8,0.0,0,2,33,0.0,0,197,0,47.9,16,95.4,188,7.1,14,48.7,32,1,92.9,183,158,39,2.4,9.9,0.84,2022,333.0,0.0,0.0,
Laviska Shenault,61220,WR,CAR,12,-0.8,15,84.4,50.0,1,2,0,3.6,1,0.24,10,5,0,75.5,78.5,85.0,,86.5,8.2,8,0,67,0.0,0,97,1,47.9,27,96.9,94,51.5,50,112.5,32,1,39.2,38,272,335,12.4,10.1,2.89,2022,314.0,21.5,0.23,0.98
David Bell,97989,WR,CLV,16,6.6,2,75.0,44.4,4,9,0,7.7,2,-0.05,7,8,0,63.4,76.0,52.5,69.2,52.1,0.0,0,3,20,0.9,3,327,0,44.3,24,93.3,305,72.2,236,53.4,32,0,27.8,91,214,74,3.1,8.9,0.7,2022,362.0,48.7,0.22,3.48
Brandon Powell,48036,WR,LA,17,1.4,1,77.4,50.0,1,2,0,0.0,0,-0.13,7,26,0,85.7,90.3,65.8,74.3,65.8,0.7,1,0,16,2.6,4,152,0,42.3,24,95.4,145,52.0,79,87.6,31,0,38.8,59,156,184,7.7,6.5,1.08,2022,327.0,69.1,0.17,2.03
Braxton Berrios,47961,WR,NYJ,16,6.7,1,58.1,66.7,4,6,0,10.0,2,-0.03,8,22,0,70.7,70.3,62.8,,60.2,0.5,1,1,25,0.0,0,189,0,42.5,18,95.2,180,60.8,115,56.5,31,0,37.0,70,145,95,5.3,8.1,0.81,2022,313.0,57.9,0.13,2.07
Wan'Dale Robinson,101735,WR,NYG,6,6.1,3,76.7,50.0,4,8,0,8.0,2,0.15,13,21,0,50.6,75.8,72.0,,70.9,0.0,0,0,19,0.0,0,140,0,48.8,23,92.1,129,80.7,113,108.6,30,1,19.3,27,227,127,5.5,9.9,1.76,2022,231.0,133.2,0.21,1.93
Kadarius Toney,61245,WR,KC,12,3.5,7,82.1,50.0,1,2,0,8.0,2,0.12,11,16,0,63.2,47.2,78.0,,76.4,1.8,2,0,38,0.0,0,110,1,47.1,23,93.6,103,38.2,42,135.3,28,3,56.4,62,221,154,6.7,9.6,2.15,2022,103.8,53.0,0.23,1.39
Rashod Bateman,84296,WR,BLT,6,13.2,3,53.6,0.0,0,1,0,25.0,5,0.13,7,3,1,28.3,22.4,61.6,,61.1,0.0,0,1,75,0.0,0,127,0,42.5,15,94.5,120,14.2,18,98.1,28,2,85.8,109,285,137,9.1,19.0,2.38,2022,101.0,76.5,0.13,2.32
Trenton Irwin,48080,WR,CIN,12,11.6,2,65.4,57.1,4,7,1,5.6,1,0.08,13,7,0,67.7,75.2,63.6,,64.9,0.0,0,0,45,0.0,0,258,1,51.3,17,93.0,240,41.5,107,136.2,26,4,58.5,151,250,64,3.8,14.7,1.04,2022,347.0,62.6,0.15,2.5
Khalil Shakir,84140,WR,BUF,16,14.6,0,65.2,66.7,2,3,0,11.8,2,-0.02,11,4,0,52.8,77.6,65.6,52.8,68.0,0.0,0,0,31,0.0,0,181,0,43.3,15,94.5,171,61.3,111,116.6,23,1,38.7,70,252,84,5.6,16.8,1.47,2022,187.3,113.1,0.19,2.83
Zach Pascal,12303,WR,PHI,20,5.4,3,81.8,60.0,3,5,0,0.0,0,0.21,10,24,0,68.7,74.3,61.1,48.8,59.9,9.0,18,1,34,0.5,1,200,2,49.2,18,94.0,188,63.0,126,94.1,22,1,26.0,52,165,90,5.0,9.2,0.88,2022,360.0,5.9,0.03,1.48
Michael Thomas,10681,WR,NO,3,10.5,0,72.7,80.0,8,10,0,5.9,1,-0.16,13,20,0,68.7,73.9,77.3,,77.4,0.0,0,0,21,0.0,0,109,1,42.3,16,95.4,104,20.2,22,134.7,22,3,79.8,87,171,25,1.6,10.7,1.64,2022,103.3,89.8,0.18,2.3
Sterling Shepard,10674,WR,NYG,3,10.6,1,61.9,40.0,2,5,0,13.3,2,-0.23,4,21,0,47.7,72.3,58.5,,60.1,0.9,1,0,65,0.0,0,108,1,36.4,13,91.7,99,31.5,34,100.1,21,1,67.6,73,154,52,4.0,11.8,1.56,2022,302.0,22.3,0.16,2.03
CeeDee Lamb,61570,WR,DAL,18,10.4,19,73.1,36.7,11,30,0,4.0,6,0.21,87,9,3,89.3,50.6,90.9,,91.2,0.3,2,2,92,0.0,0,742,6,51.6,144,93.3,692,58.6,435,118.4,197,12,40.3,299,1859,709,4.9,12.9,2.69,2023,2.0,263.4,0.32,2.29
Amon-Ra St Brown,84470,WR,DET,19,8.0,20,74.2,51.7,15,29,0,3.4,5,0.12,93,11,1,88.5,67.4,91.2,39.2,91.3,0.0,0,3,70,0.6,4,725,1,50.0,141,95.3,691,55.3,401,115.9,190,11,43.6,316,1789,802,5.7,12.7,2.59,2023,5.5,313.9,0.31,2.68
Tyreek Hill,10799,WR,MIA,17,11.3,27,70.9,30.4,7,23,0,7.5,10,0.14,84,17,1,63.6,64.4,93.4,,93.8,1.0,5,5,78,0.0,0,521,3,49.4,124,96.0,500,37.4,195,120.2,175,14,60.5,315,1861,689,5.6,15.0,3.72,2023,3.0,218.2,0.24,2.45
Davante Adams,8688,WR,LV,17,11.1,8,60.2,35.3,12,34,0,8.0,9,-0.06,59,23,0,67.6,83.6,79.1,,80.0,0.0,0,6,46,0.0,0,605,1,45.9,103,96.2,582,16.9,102,81.1,171,8,82.0,496,1144,337,3.3,11.1,1.97,2023,21.0,239.3,0.3,2.82
Garrett Wilson,97405,WR,NYJ,17,10.6,17,58.3,29.7,11,37,1,5.9,6,-0.31,47,22,2,64.1,32.1,72.9,,73.5,0.0,0,6,68,0.0,0,712,5,36.1,95,94.7,674,31.2,222,68.1,163,3,68.8,490,1042,319,3.4,11.0,1.55,2023,10.5,253.9,0.25,2.47
Puka Nacua,100632,WR,LA,18,9.4,16,69.9,50.0,15,30,0,10.2,13,0.07,74,26,1,51.7,44.2,90.2,72.0,89.3,0.0,0,3,80,1.4,9,659,5,46.9,114,92.1,607,30.3,200,109.6,163,7,69.5,458,1667,731,6.4,14.6,2.75,2023,12.0,206.6,0.43,2.3
AJ Brown,48327,WR,PHI,17,12.3,19,69.7,45.2,14,31,0,3.6,4,0.07,70,24,2,88.3,35.4,90.0,80.3,90.4,0.2,1,4,59,0.5,3,607,2,46.4,106,95.1,577,23.9,145,104.5,152,7,75.8,460,1456,484,4.6,13.7,2.52,2023,9.5,216.9,0.28,3.24
Michael Pittman,29049,WR,IND,16,8.1,5,72.7,53.6,15,28,0,4.4,5,-0.01,53,14,1,89.2,60.4,77.7,75.1,80.0,2.0,12,6,75,0.5,3,606,8,42.4,109,93.2,565,25.6,155,86.9,150,4,72.4,439,1152,518,4.8,10.6,2.04,2023,34.8,167.8,0.19,2.43
Mike Evans,8642,WR,TB,19,15.1,6,61.6,54.5,18,33,0,8.2,8,0.1,61,30,0,62.4,82.9,81.5,,83.0,0.0,0,4,75,0.0,0,663,4,45.7,90,93.8,622,29.4,195,115.4,146,14,70.6,468,1450,371,4.1,16.1,2.33,2023,33.5,240.4,0.36,3.25
Keenan Allen,7857,WR,LAC,13,9.9,7,74.5,50.0,10,20,0,5.3,6,0.04,56,27,2,79.0,35.7,85.3,77.5,86.4,0.0,0,2,42,0.5,3,561,1,47.7,108,93.9,527,59.0,331,110.2,145,7,40.3,226,1243,395,3.7,11.5,2.36,2023,68.0,186.4,0.22,2.66
Ja'Marr Chase,84270,WR,CIN,16,9.1,15,71.4,44.0,11,25,1,3.8,4,-0.01,63,7,1,85.7,58.8,85.3,,86.7,0.0,0,2,76,0.0,0,631,2,46.6,100,95.1,600,23.5,148,108.5,140,7,75.9,479,1216,553,5.5,12.2,2.03,2023,6.3,403.0,0.38,3.1
Chris Olave,84355,WR,NO,16,13.9,4,63.0,40.0,10,25,0,6.5,6,0.02,57,20,0,71.2,82.7,82.5,,82.9,0.0,0,3,51,0.0,0,562,1,43.2,87,96.4,542,39.3,221,91.5,138,5,59.8,336,1123,355,4.1,12.9,2.07,2023,24.0,78.7,0.25,2.38
Adam Thielen,8288,WR,CAR,17,8.0,3,75.7,50.0,6,12,0,3.7,4,-0.21,56,5,2,86.7,33.0,72.7,46.5,75.3,0.0,0,1,32,0.7,5,683,5,38.9,103,93.3,637,69.1,472,103.0,136,4,30.0,205,1014,350,3.4,9.8,1.59,2023,156.0,139.5,0.33,2.91
Chris Godwin,11839,WR,TB,19,10.3,6,67.4,59.3,16,27,1,4.2,4,0.09,57,30,0,83.9,83.5,77.5,73.3,77.9,0.9,6,3,47,0.3,2,687,1,45.4,91,93.2,640,37.4,257,90.6,135,3,61.6,423,1109,413,4.5,12.2,1.73,2023,66.0,137.8,0.35,2.7
DeAndre Hopkins,7808,WR,TEN,17,14.8,5,56.4,22.7,5,22,0,5.1,4,-0.12,48,31,0,77.4,82.1,81.0,62.3,82.3,0.0,0,6,61,0.2,1,543,4,38.8,75,93.0,505,20.3,110,80.9,133,7,79.0,429,1057,238,3.2,14.1,2.09,2023,92.5,147.0,0.28,2.63
Calvin Ridley,48262,WR,JAX,17,13.9,4,57.6,36.4,8,22,0,8.4,7,-0.04,49,15,1,62.1,54.8,71.4,,72.2,0.0,0,4,59,0.0,0,688,3,48.1,76,94.0,647,18.6,128,89.7,132,8,81.4,560,1016,202,2.7,13.4,1.57,2023,65.8,201.2,0.23,2.79
DJ Moore,48267,WR,CHI,17,11.9,16,72.7,53.6,15,28,2,2.0,2,-0.08,64,6,1,90.5,57.4,89.0,,89.5,0.0,0,2,58,0.0,0,615,3,43.3,96,96.1,591,21.6,133,119.6,132,8,78.0,480,1364,550,5.7,14.2,2.31,2023,32.5,238.1,0.22,2.13
Rashee Rice,97605,WR,KC,20,5.0,16,80.2,14.3,1,7,0,2.8,3,0.0,59,16,3,90.2,23.6,84.9,71.7,86.1,0.5,3,1,67,0.7,4,579,2,46.9,105,93.6,542,49.7,288,122.0,131,8,49.4,286,1200,853,8.1,11.4,2.21,2023,44.0,64.9,0.42,2.6
Terry McLaurin,48229,WR,WAS,17,12.2,7,61.7,50.0,13,26,0,4.8,4,-0.14,47,32,0,84.3,82.1,75.1,,74.5,0.1,1,4,48,0.0,0,676,0,44.2,79,95.1,643,15.2,103,83.5,128,4,84.6,572,1002,356,4.5,12.7,1.56,2023,54.5,269.8,0.29,3.21
Amari Cooper,9437,WR,CLV,16,14.1,5,59.8,53.3,16,30,0,6.2,5,-0.17,54,8,2,55.4,50.0,79.9,68.1,79.6,0.0,0,6,75,0.2,1,629,1,41.0,76,94.1,592,21.6,136,88.3,127,5,78.1,491,1309,279,3.7,17.2,2.21,2023,50.5,122.7,0.21,2.79
Nico Collins,61441,WR,HST,17,11.4,21,72.2,47.1,8,17,0,4.2,4,0.09,62,13,1,83.5,83.3,91.4,,91.2,0.2,1,2,75,0.0,0,497,0,47.0,91,94.6,470,20.1,100,127.8,126,9,79.7,396,1461,646,7.1,16.1,3.11,2023,20.3,210.6,0.42,3.1
DeVonta Smith,61100,WR,PHI,17,12.6,8,71.8,39.3,11,28,0,5.3,5,0.07,53,24,1,76.7,55.3,75.4,,77.1,0.0,0,3,63,0.0,0,668,1,46.2,89,95.2,636,31.1,208,111.4,124,7,68.3,456,1214,335,3.8,13.6,1.91,2023,33.8,199.4,0.25,2.89
Brandon Aiyuk,84109,WR,SF,19,14.6,10,70.0,50.0,9,18,0,2.3,2,0.27,70,28,1,86.1,53.9,91.5,66.8,91.7,0.2,1,3,76,0.3,2,593,4,54.1,84,94.9,563,24.6,146,124.0,120,8,75.2,446,1491,390,4.6,17.8,2.65,2023,32.8,62.4,0.17,2.5
Tyler Lockett,9502,WR,SEA,17,12.0,2,67.5,36.4,8,22,0,4.8,4,0.02,47,29,0,74.6,82.3,78.1,,77.6,0.2,1,4,37,0.0,0,597,0,47.3,79,93.1,556,35.2,210,90.2,117,5,64.3,384,894,221,2.8,11.3,1.61,2023,131.8,121.0,0.16,2.47
Zay Flowers,97268,WR,BLT,18,9.1,21,74.1,54.5,6,11,1,7.5,7,0.03,48,3,1,65.6,57.7,76.3,,75.2,0.0,0,1,75,0.0,0,626,2,49.5,86,93.9,588,31.0,194,113.9,116,6,69.0,432,1014,444,5.2,11.8,1.72,2023,52.3,209.5,0.25,2.52
George Pickens,99229,WR,PIT,18,13.6,7,59.6,32.0,8,25,1,4.2,3,-0.1,44,25,4,86.4,20.4,74.1,,74.7,0.0,0,4,86,0.0,0,617,5,42.7,68,94.2,581,16.4,101,95.3,114,5,83.6,516,1190,416,6.1,17.5,2.05,2023,54.8,166.4,0.22,2.73
DK Metcalf,47864,WR,SEA,16,14.1,14,58.9,29.0,9,31,3,8.3,6,0.01,52,29,0,56.0,81.0,80.0,,82.3,0.0,0,4,73,0.0,0,585,8,46.2,66,93.2,545,16.1,94,101.6,112,8,83.9,491,1114,370,5.6,16.9,2.04,2023,31.8,195.2,0.24,2.96
Jaylen Waddle,84088,WR,MIA,15,10.7,8,67.9,42.9,6,14,0,8.6,7,0.16,49,17,0,60.6,82.2,90.3,,90.6,0.2,1,4,60,0.0,0,430,0,50.6,74,96.5,415,24.7,106,95.5,109,4,74.0,318,1045,423,5.7,14.1,2.52,2023,28.8,145.6,0.18,2.35
Jakobi Meyers,47468,WR,LV,16,9.8,8,67.0,52.4,11,21,0,5.3,4,-0.1,46,23,0,75.3,82.1,69.9,71.8,71.8,0.0,0,4,33,0.4,2,561,6,44.9,71,94.7,531,28.0,157,99.1,106,8,71.8,403,807,243,3.4,11.4,1.52,2023,124.8,216.0,0.24,2.43
Drake London,86519,WR,ATL,16,11.7,4,65.1,51.5,17,33,0,4.2,3,-0.07,45,2,0,74.8,81.4,78.9,,78.9,0.0,0,4,45,0.0,0,511,1,44.7,69,94.9,485,26.2,134,82.5,106,2,73.8,377,905,195,2.8,13.1,1.87,2023,18.3,280.8,0.27,2.78
Romeo Doubs,84329,WR,GB,19,12.9,3,65.7,53.6,15,28,0,5.5,4,0.13,49,12,1,74.5,47.6,73.6,,74.0,0.0,0,3,46,0.0,0,587,1,46.5,69,94.5,555,15.7,92,109.5,105,9,84.3,495,908,216,3.1,13.2,1.64,2023,108.3,130.1,0.2,2.83
Jordan Addison,123000,WR,MIN,17,12.5,5,67.3,40.9,9,22,1,4.1,3,0.0,38,18,0,80.3,81.4,68.6,,69.7,0.0,0,7,62,0.0,0,642,1,44.7,70,94.4,606,28.8,185,98.7,104,10,70.7,454,911,267,3.8,13.0,1.5,2023,101.3,212.5,0.26,3.22
Elijah Moore,84302,WR,CLV,18,11.2,9,60.4,36.4,4,11,0,7.6,5,-0.21,29,8,1,65.6,51.1,58.9,0.0,60.6,0.0,0,3,42,0.2,1,647,1,39.9,61,94.0,608,44.0,285,73.5,101,2,53.5,346,652,206,3.4,10.7,1.07,2023,248.0,120.9,0.14,1.95
Cooper Kupp,11824,WR,LA,13,8.6,11,64.0,45.5,5,11,0,7.2,5,0.06,35,26,0,61.3,81.1,71.5,69.5,71.1,0.0,0,3,62,0.6,3,464,2,44.8,64,93.1,432,61.9,287,91.4,100,5,37.5,174,764,336,5.3,11.9,1.77,2023,24.5,175.0,0.27,2.54
Justin Jefferson,61398,WR,MIN,10,13.5,10,69.4,40.9,9,22,1,2.9,2,0.0,51,18,1,86.5,48.1,91.1,,91.2,0.0,0,3,52,0.0,0,391,1,45.4,68,94.4,369,30.2,118,109.8,98,5,69.6,272,1074,263,3.9,15.8,2.91,2023,7.5,316.6,0.3,3.04
Jayden Reed,78171,WR,GB,18,10.0,6,70.1,25.0,3,12,0,4.2,3,0.14,33,12,0,81.1,88.6,73.3,62.4,74.4,0.7,3,1,59,0.2,1,447,3,45.2,68,94.9,424,75.2,336,119.3,97,8,23.5,105,828,366,5.4,12.2,1.95,2023,72.3,199.0,0.29,2.65
Josh Downs,122832,WR,IND,17,7.4,8,72.3,45.5,5,11,0,2.9,2,-0.06,30,14,0,87.4,84.6,70.3,,71.0,0.2,1,1,59,0.0,0,514,1,40.4,68,94.0,483,81.3,418,99.2,94,2,17.7,91,771,374,5.5,11.3,1.6,2023,161.0,183.5,0.3,2.51
Diontae Johnson,33441,WR,PIT,14,12.7,7,59.8,33.3,6,18,1,3.5,2,-0.11,42,25,1,81.6,41.5,77.9,,79.1,0.0,0,2,71,0.0,0,433,4,44.2,55,93.1,403,22.4,97,99.2,92,6,77.6,336,765,285,5.2,13.9,1.9,2023,74.0,89.1,0.22,2.55
Tyler Boyd,10689,WR,CIN,17,7.2,11,73.6,40.0,6,15,0,4.3,3,-0.02,28,7,0,73.8,81.5,59.5,66.2,64.4,0.0,0,4,64,0.2,1,611,2,46.3,67,94.4,577,85.3,521,83.0,91,2,14.6,89,667,287,4.3,10.0,1.16,2023,209.5,78.3,0.12,1.96
Jaxon Smith-Njigba,129758,WR,SEA,17,6.4,6,70.0,25.0,3,12,0,11.3,8,-0.04,29,29,0,47.1,80.6,63.3,65.4,63.9,0.0,0,2,35,0.2,1,507,1,43.9,63,94.1,477,69.0,350,95.0,90,4,31.0,157,628,370,5.9,10.0,1.32,2023,83.0,251.6,0.27,2.4
Brandin Cooks,8655,WR,DAL,17,13.5,3,67.4,50.0,9,18,1,1.6,1,0.22,42,9,1,83.5,57.3,68.7,,69.8,0.0,0,5,37,0.0,0,635,1,51.7,60,93.5,594,35.9,228,97.8,89,8,64.1,407,704,134,2.2,11.7,1.19,2023,139.0,69.6,0.15,2.4
Courtland Sutton,48164,WR,DEN,16,13.0,3,67.8,57.1,12,21,0,10.6,7,-0.05,37,10,3,52.3,21.7,75.6,80.7,75.2,1.0,5,2,46,0.6,3,506,6,44.6,59,92.5,468,21.7,110,124.5,87,10,77.3,391,777,166,2.8,13.2,1.66,2023,94.3,237.1,0.25,2.93
Curtis Samuel,11795,WR,WAS,16,7.1,6,72.9,50.0,9,18,2,6.1,4,-0.22,26,32,0,71.3,81.7,69.7,75.0,70.4,0.9,4,4,37,0.7,3,430,2,41.5,62,93.5,402,70.2,302,89.0,85,4,26.5,114,613,265,4.3,9.9,1.52,2023,118.5,63.7,0.17,1.77
Jerry Jeudy,61103,WR,DEN,16,13.6,14,64.3,23.1,3,13,0,6.9,4,-0.09,28,10,1,67.2,40.4,67.8,,68.1,0.0,0,3,47,0.0,0,492,0,43.5,54,93.5,460,59.1,291,86.3,84,2,39.8,196,758,317,5.9,14.0,1.65,2023,135.5,236.9,0.22,2.63
Jonathan Mingo,97774,WR,CAR,15,10.6,5,51.8,36.4,4,11,0,8.5,4,-0.22,15,5,1,60.7,31.2,54.7,76.4,52.6,0.0,0,2,40,1.0,6,578,2,38.8,43,93.3,539,33.7,195,56.2,83,0,66.1,382,418,161,3.7,9.7,0.78,2023,278.5,34.2,0.07,1.8
Christian Kirk,47546,WR,JAX,12,10.7,6,71.3,28.6,2,7,1,6.6,4,0.02,34,15,2,68.2,26.7,71.1,75.7,72.7,0.0,0,2,57,0.2,1,408,1,48.3,57,93.1,380,71.3,291,104.5,80,3,27.9,114,787,251,4.4,13.8,2.07,2023,60.8,70.9,0.21,2.63
Jahan Dotson,84375,WR,WAS,17,10.0,1,62.0,33.3,4,12,2,7.5,4,-0.14,27,32,0,64.3,79.2,57.7,66.1,58.5,0.0,0,7,33,0.1,1,675,3,43.4,49,94.1,635,42.1,284,61.0,79,4,57.9,391,518,118,2.4,10.6,0.82,2023,175.3,41.9,0.06,2.09
Darius Slayton,25578,WR,NYG,17,12.5,11,65.8,18.2,2,11,0,5.7,3,-0.08,29,21,0,71.4,79.6,67.5,68.1,68.2,0.2,1,2,80,0.2,1,584,0,42.6,50,95.5,558,33.4,195,105.7,76,4,66.4,388,770,302,6.0,15.4,1.38,2023,229.5,110.0,0.13,2.68
Wan'Dale Robinson,101735,WR,NYG,15,5.5,8,78.9,80.0,4,5,2,4.8,3,-0.17,29,21,0,76.2,81.6,65.5,,67.0,1.4,6,0,33,0.0,0,422,2,39.3,60,95.3,402,78.2,330,99.8,76,1,19.4,82,525,291,4.9,8.8,1.31,2023,185.0,182.7,0.21,1.9
Robert Woods,7822,WR,HST,16,9.9,1,55.3,38.1,8,21,1,8.7,4,-0.08,27,13,0,59.9,83.7,60.7,39.3,61.0,0.4,2,1,26,0.4,2,479,3,42.4,42,93.5,448,55.5,266,71.3,76,1,42.2,202,443,136,3.2,10.5,0.99,2023,344.0,40.3,0.11,2.01
Josh Reynolds,11872,WR,DET,20,11.7,11,64.0,57.1,8,14,1,9.4,5,0.15,39,11,1,56.7,35.3,70.1,61.6,69.2,0.0,0,1,33,0.2,1,608,3,50.4,48,95.4,580,34.9,212,117.6,75,6,65.1,396,740,221,4.6,15.4,1.28,2023,237.3,38.4,0.12,2.95
Tank Dell,78874,WR,HST,11,14.4,3,63.5,60.0,6,10,0,7.8,4,0.18,33,13,0,64.5,85.5,83.4,,83.3,0.0,0,2,68,0.0,0,338,1,49.5,47,94.7,320,28.7,97,115.2,74,7,70.1,237,709,145,3.1,15.1,2.22,2023,49.3,140.0,0.22,2.33
Tee Higgins,61211,WR,CIN,12,13.1,4,56.8,34.8,8,23,1,12.5,6,-0.07,33,7,0,45.9,78.5,72.1,65.7,70.9,0.2,1,1,80,0.2,1,419,3,44.1,42,94.5,396,17.4,73,103.2,74,5,82.3,345,656,235,5.6,15.6,1.66,2023,50.5,224.1,0.35,3.07
KJ Osborn,23503,WR,MIN,16,9.2,1,65.8,25.0,3,12,0,12.7,7,-0.02,28,18,1,35.7,79.0,53.9,73.6,54.3,0.0,0,3,47,0.3,2,594,2,43.6,48,93.9,558,35.4,210,84.3,73,3,64.6,384,540,186,3.9,11.3,0.97,2023,283.7,18.7,0.07,2.67
Rashid Shaheed,63707,WR,NO,15,14.6,4,64.8,55.6,5,9,0,4.2,2,0.0,27,20,0,77.0,71.6,69.0,,69.4,0.0,0,3,58,0.0,0,446,3,41.8,46,96.6,431,47.1,210,104.1,71,5,52.2,233,719,155,3.4,15.6,1.67,2023,131.5,75.8,0.27,2.92
Trey Palmer,99248,WR,TB,19,11.1,3,60.0,33.3,6,18,0,6.7,3,0.08,19,30,3,67.4,19.7,53.3,,54.8,0.2,1,1,56,0.0,0,538,5,44.6,42,92.9,500,55.4,298,93.3,70,4,44.2,238,473,173,4.1,11.3,0.95,2023,293.0,35.2,0.12,2.93
Odell Beckham,8647,WR,BLT,16,15.0,3,56.5,45.5,5,11,0,2.5,1,0.01,29,3,1,82.6,29.7,75.4,,77.0,0.0,0,1,51,0.0,0,361,2,48.5,39,92.0,332,13.0,47,93.8,69,3,87.0,314,599,162,4.2,15.4,1.8,2023,285.5,14.5,0.12,1.61
Tutu Atwell,77965,WR,LA,17,11.6,1,59.7,45.5,5,11,0,7.0,3,0.05,27,26,0,66.8,79.6,68.3,,66.6,0.0,0,2,44,0.0,0,441,0,46.6,40,92.5,408,43.5,192,91.7,67,4,56.5,249,521,130,3.3,13.0,1.28,2023,318.5,98.9,0.23,2.25
Quentin Johnston,123085,WR,LAC,17,13.0,5,58.5,31.8,7,22,0,5.0,2,-0.02,20,27,0,64.3,78.6,58.9,,58.7,0.0,0,1,57,0.0,0,514,1,44.9,38,94.9,488,10.7,55,82.3,65,2,89.3,459,431,152,4.0,11.3,0.88,2023,184.0,174.7,0.27,3.01
Alec Pierce,78038,WR,IND,17,15.7,1,50.8,42.9,9,21,0,5.9,2,-0.03,24,14,0,69.5,77.0,58.1,66.3,56.6,0.0,0,1,58,0.2,1,649,2,42.1,32,93.2,605,13.1,85,82.4,63,2,86.9,564,514,94,2.9,16.1,0.85,2023,268.3,161.4,0.2,4.36
Zay Jones,11792,WR,JAX,9,14.1,0,54.8,35.7,5,14,0,2.9,1,0.0,13,15,0,79.4,77.1,61.2,66.2,61.5,0.0,0,2,36,0.3,1,325,0,49.4,34,94.5,307,28.9,94,66.7,62,2,71.1,231,321,61,1.8,9.4,1.05,2023,263.0,16.4,0.06,2.05
DJ Chark,47702,WR,CAR,15,15.2,1,56.5,58.8,10,17,0,12.5,5,-0.21,22,5,2,46.1,21.7,60.0,,60.0,0.0,0,0,47,0.0,0,521,0,40.3,35,93.3,486,24.6,128,111.3,62,5,75.4,393,525,92,2.6,15.0,1.08,2023,250.0,13.1,0.12,3.27
